E-EF,total,Cl,Li,P,S   # Gaussian 0.10 eV smoothed, E-EF (EF=0)
-37.8750,0,0,0,0,0
-37.8650,0,0,0,0,0
-37.8550,0,0,0,0,0
-37.8450,0,0,0,0,0
-37.8350,0,0,0,0,0
-37.8250,0,0,0,0,0
-37.8150,0,0,0,0,0
-37.8050,0,0,0,0,0
-37.7950,0,0,0,0,0
-37.7850,0,0,0,0,0
-37.7750,0,0,0,0,0
-37.7650,0,0,0,0,0
-37.7550,0,0,0,0,0
-37.7450,0,0,0,0,0
-37.7350,0,0,0,0,0
-37.7250,0,0,0,0,0
-37.7150,0,0,0,0,0
-37.7050,0,0,0,0,0
-37.6950,0,0,0,0,0
-37.6850,0,0,0,0,0
-37.6750,0,0,0,0,0
-37.6650,0,0,0,0,0
-37.6550,0,0,0,0,0
-37.6450,0,0,0,0,0
-37.6350,0,0,0,0,0
-37.6250,0,0,0,0,0
-37.6150,0,0,0,0,0
-37.6050,0,0,0,0,0
-37.5950,0,0,0,0,0
-37.5850,0,0,0,0,0
-37.5750,0,0,0,0,0
-37.5650,0,0,0,0,0
-37.5550,0,0,0,0,0
-37.5450,0,0,0,0,0
-37.5350,0,0,0,0,0
-37.5250,0,0,0,0,0
-37.5150,0,0,0,0,0
-37.5050,0,0,0,0,0
-37.4950,0,0,0,0,0
-37.4850,0,0,0,0,0
-37.4750,0,0,0,0,0
-37.4650,0,0,0,0,0
-37.4550,0,0,0,0,0
-37.4450,0,0,0,0,0
-37.4350,0,0,0,0,0
-37.4250,0,0,0,0,0
-37.4150,0,0,0,0,0
-37.4050,0,0,0,0,0
-37.3950,0,0,0,0,0
-37.3850,0,0,0,0,0
-37.3750,0,0,0,0,0
-37.3650,0,0,0,0,0
-37.3550,0,0,0,0,0
-37.3450,0,0,0,0,0
-37.3350,0,0,0,0,0
-37.3250,0,0,0,0,0
-37.3150,0,0,0,0,0
-37.3050,0,0,0,0,0
-37.2950,0,0,0,0,0
-37.2850,0,0,0,0,0
-37.2750,0,0,0,0,0
-37.2650,0,0,0,0,0
-37.2550,0,0,0,0,0
-37.2450,0,0,0,0,0
-37.2350,0,0,0,0,0
-37.2250,0,0,0,0,0
-37.2150,0,0,0,0,0
-37.2050,0,0,0,0,0
-37.1950,0,0,0,0,0
-37.1850,0,0,0,0,0
-37.1750,0,0,0,0,0
-37.1650,0,0,0,0,0
-37.1550,0,0,0,0,0
-37.1450,0,0,0,0,0
-37.1350,0,0,0,0,0
-37.1250,0,0,0,0,0
-37.1150,0,0,0,0,0
-37.1050,0,0,0,0,0
-37.0950,0,0,0,0,0
-37.0850,0,0,0,0,0
-37.0750,0,0,0,0,0
-37.0650,0,0,0,0,0
-37.0550,0,0,0,0,0
-37.0450,0,0,0,0,0
-37.0350,0,0,0,0,0
-37.0250,0,0,0,0,0
-37.0150,0,0,0,0,0
-37.0050,0,0,0,0,0
-36.9950,0,0,0,0,0
-36.9850,0,0,0,0,0
-36.9750,0,0,0,0,0
-36.9650,0,0,0,0,0
-36.9550,0,0,0,0,0
-36.9450,0,0,0,0,0
-36.9350,0,0,0,0,0
-36.9250,0,0,0,0,0
-36.9150,0,0,0,0,0
-36.9050,0,0,0,0,0
-36.8950,0,0,0,0,0
-36.8850,0,0,0,0,0
-36.8750,0,0,0,0,0
-36.8650,0,0,0,0,0
-36.8550,0,0,0,0,0
-36.8450,0,0,0,0,0
-36.8350,0,0,0,0,0
-36.8250,0,0,0,0,0
-36.8150,0,0,0,0,0
-36.8050,0,0,0,0,0
-36.7950,0,0,0,0,0
-36.7850,0,0,0,0,0
-36.7750,0,0,0,0,0
-36.7650,0,0,0,0,0
-36.7550,0,0,0,0,0
-36.7450,0,0,0,0,0
-36.7350,0,0,0,0,0
-36.7250,0,0,0,0,0
-36.7150,0,0,0,0,0
-36.7050,0,0,0,0,0
-36.6950,0,0,0,0,0
-36.6850,0,0,0,0,0
-36.6750,0,0,0,0,0
-36.6650,0,0,0,0,0
-36.6550,0,0,0,0,0
-36.6450,0,0,0,0,0
-36.6350,0,0,0,0,0
-36.6250,0,0,0,0,0
-36.6150,0,0,0,0,0
-36.6050,0,0,0,0,0
-36.5950,0,0,0,0,0
-36.5850,0,0,0,0,0
-36.5750,0,0,0,0,0
-36.5650,0,0,0,0,0
-36.5550,0,0,0,0,0
-36.5450,0,0,0,0,0
-36.5350,0,0,0,0,0
-36.5250,0,0,0,0,0
-36.5150,0,0,0,0,0
-36.5050,0,0,0,0,0
-36.4950,0,0,0,0,0
-36.4850,0,0,0,0,0
-36.4750,0,0,0,0,0
-36.4650,0,0,0,0,0
-36.4550,0,0,0,0,0
-36.4450,0,0,0,0,0
-36.4350,0,0,0,0,0
-36.4250,0,0,0,0,0
-36.4150,0,0,0,0,0
-36.4050,0,0,0,0,0
-36.3950,0,0,0,0,0
-36.3850,0,0,0,0,0
-36.3750,0,0,0,0,0
-36.3650,0,0,0,0,0
-36.3550,0,0,0,0,0
-36.3450,0,0,0,0,0
-36.3350,0,0,0,0,0
-36.3250,0,0,0,0,0
-36.3150,0,0,0,0,0
-36.3050,0,0,0,0,0
-36.2950,0,0,0,0,0
-36.2850,0,0,0,0,0
-36.2750,0,0,0,0,0
-36.2650,0,0,0,0,0
-36.2550,0,0,0,0,0
-36.2450,0,0,0,0,0
-36.2350,0,0,0,0,0
-36.2250,0,0,0,0,0
-36.2150,0,0,0,0,0
-36.2050,0,0,0,0,0
-36.1950,0,0,0,0,0
-36.1850,0,0,0,0,0
-36.1750,0,0,0,0,0
-36.1650,0,0,0,0,0
-36.1550,0,0,0,0,0
-36.1450,0,0,0,0,0
-36.1350,0,0,0,0,0
-36.1250,0,0,0,0,0
-36.1150,0,0,0,0,0
-36.1050,0,0,0,0,0
-36.0950,0,0,0,0,0
-36.0850,0,0,0,0,0
-36.0750,0,0,0,0,0
-36.0650,0,0,0,0,0
-36.0550,0,0,0,0,0
-36.0450,0,0,0,0,0
-36.0350,0,0,0,0,0
-36.0250,0,0,0,0,0
-36.0150,0,0,0,0,0
-36.0050,0,0,0,0,0
-35.9950,0,0,0,0,0
-35.9850,0,0,0,0,0
-35.9750,0,0,0,0,0
-35.9650,0,0,0,0,0
-35.9550,0,0,0,0,0
-35.9450,0,0,0,0,0
-35.9350,0,0,0,0,0
-35.9250,0,0,0,0,0
-35.9150,0,0,0,0,0
-35.9050,0,0,0,0,0
-35.8950,0,0,0,0,0
-35.8850,0,0,0,0,0
-35.8750,0,0,0,0,0
-35.8650,0,0,0,0,0
-35.8550,0,0,0,0,0
-35.8450,0,0,0,0,0
-35.8350,0,0,0,0,0
-35.8250,0,0,0,0,0
-35.8150,0,0,0,0,0
-35.8050,0,0,0,0,0
-35.7950,0,0,0,0,0
-35.7850,0,0,0,0,0
-35.7750,0,0,0,0,0
-35.7650,0,0,0,0,0
-35.7550,0,0,0,0,0
-35.7450,0,0,0,0,0
-35.7350,0,0,0,0,0
-35.7250,0,0,0,0,0
-35.7150,0,0,0,0,0
-35.7050,0,0,0,0,0
-35.6950,0,0,0,0,0
-35.6850,0,0,0,0,0
-35.6750,0,0,0,0,0
-35.6650,0,0,0,0,0
-35.6550,0,0,0,0,0
-35.6450,0,0,0,0,0
-35.6350,0,0,0,0,0
-35.6250,0,0,0,0,0
-35.6150,0,0,0,0,0
-35.6050,0,0,0,0,0
-35.5950,0,0,0,0,0
-35.5850,0,0,0,0,0
-35.5750,0,0,0,0,0
-35.5650,0,0,0,0,0
-35.5550,0,0,0,0,0
-35.5450,0,0,0,0,0
-35.5350,0,0,0,0,0
-35.5250,0,0,0,0,0
-35.5150,0,0,0,0,0
-35.5050,0,0,0,0,0
-35.4950,0,0,0,0,0
-35.4850,0,0,0,0,0
-35.4750,0,0,0,0,0
-35.4650,0,0,0,0,0
-35.4550,0,0,0,0,0
-35.4450,0,0,0,0,0
-35.4350,0,0,0,0,0
-35.4250,0,0,0,0,0
-35.4150,0,0,0,0,0
-35.4050,0,0,0,0,0
-35.3950,0,0,0,0,0
-35.3850,0,0,0,0,0
-35.3750,0,0,0,0,0
-35.3650,0,0,0,0,0
-35.3550,0,0,0,0,0
-35.3450,0,0,0,0,0
-35.3350,0,0,0,0,0
-35.3250,0,0,0,0,0
-35.3150,0,0,0,0,0
-35.3050,0,0,0,0,0
-35.2950,0,0,0,0,0
-35.2850,0,0,0,0,0
-35.2750,0,0,0,0,0
-35.2650,0,0,0,0,0
-35.2550,0,0,0,0,0
-35.2450,0,0,0,0,0
-35.2350,0,0,0,0,0
-35.2250,0,0,0,0,0
-35.2150,0,0,0,0,0
-35.2050,0,0,0,0,0
-35.1950,0,0,0,0,0
-35.1850,0,0,0,0,0
-35.1750,0,0,0,0,0
-35.1650,0,0,0,0,0
-35.1550,0,0,0,0,0
-35.1450,0,0,0,0,0
-35.1350,0,0,0,0,0
-35.1250,0,0,0,0,0
-35.1150,0,0,0,0,0
-35.1050,0,0,0,0,0
-35.0950,0,0,0,0,0
-35.0850,0,0,0,0,0
-35.0750,0,0,0,0,0
-35.0650,0,0,0,0,0
-35.0550,0,0,0,0,0
-35.0450,0,0,0,0,0
-35.0350,0,0,0,0,0
-35.0250,0,0,0,0,0
-35.0150,0,0,0,0,0
-35.0050,0,0,0,0,0
-34.9950,0,0,0,0,0
-34.9850,0,0,0,0,0
-34.9750,0,0,0,0,0
-34.9650,0,0,0,0,0
-34.9550,0,0,0,0,0
-34.9450,0,0,0,0,0
-34.9350,0,0,0,0,0
-34.9250,0,0,0,0,0
-34.9150,0,0,0,0,0
-34.9050,0,0,0,0,0
-34.8950,0,0,0,0,0
-34.8850,0,0,0,0,0
-34.8750,0,0,0,0,0
-34.8650,0,0,0,0,0
-34.8550,0,0,0,0,0
-34.8450,0,0,0,0,0
-34.8350,0,0,0,0,0
-34.8250,0,0,0,0,0
-34.8150,0,0,0,0,0
-34.8050,0,0,0,0,0
-34.7950,0,0,0,0,0
-34.7850,0,0,0,0,0
-34.7750,0,0,0,0,0
-34.7650,0,0,0,0,0
-34.7550,0,0,0,0,0
-34.7450,0,0,0,0,0
-34.7350,0,0,0,0,0
-34.7250,0,0,0,0,0
-34.7150,0,0,0,0,0
-34.7050,0,0,0,0,0
-34.6950,0,0,0,0,0
-34.6850,0,0,0,0,0
-34.6750,0,0,0,0,0
-34.6650,0,0,0,0,0
-34.6550,0,0,0,0,0
-34.6450,0,0,0,0,0
-34.6350,0,0,0,0,0
-34.6250,0,0,0,0,0
-34.6150,0,0,0,0,0
-34.6050,0,0,0,0,0
-34.5950,0,0,0,0,0
-34.5850,0,0,0,0,0
-34.5750,0,0,0,0,0
-34.5650,0,0,0,0,0
-34.5550,0,0,0,0,0
-34.5450,0,0,0,0,0
-34.5350,0,0,0,0,0
-34.5250,0,0,0,0,0
-34.5150,0,0,0,0,0
-34.5050,0,0,0,0,0
-34.4950,0,0,0,0,0
-34.4850,0,0,0,0,0
-34.4750,0,0,0,0,0
-34.4650,0,0,0,0,0
-34.4550,0,0,0,0,0
-34.4450,0,0,0,0,0
-34.4350,0,0,0,0,0
-34.4250,0,0,0,0,0
-34.4150,0,0,0,0,0
-34.4050,0,0,0,0,0
-34.3950,0,0,0,0,0
-34.3850,0,0,0,0,0
-34.3750,0,0,0,0,0
-34.3650,0,0,0,0,0
-34.3550,0,0,0,0,0
-34.3450,0,0,0,0,0
-34.3350,0,0,0,0,0
-34.3250,0,0,0,0,0
-34.3150,0,0,0,0,0
-34.3050,0,0,0,0,0
-34.2950,0,0,0,0,0
-34.2850,0,0,0,0,0
-34.2750,0,0,0,0,0
-34.2650,0,0,0,0,0
-34.2550,0,0,0,0,0
-34.2450,0,0,0,0,0
-34.2350,0,0,0,0,0
-34.2250,0,0,0,0,0
-34.2150,0,0,0,0,0
-34.2050,0,0,0,0,0
-34.1950,0,0,0,0,0
-34.1850,0,0,0,0,0
-34.1750,0,0,0,0,0
-34.1650,0,0,0,0,0
-34.1550,0,0,0,0,0
-34.1450,0,0,0,0,0
-34.1350,0,0,0,0,0
-34.1250,0,0,0,0,0
-34.1150,0,0,0,0,0
-34.1050,0,0,0,0,0
-34.0950,0,0,0,0,0
-34.0850,0,0,0,0,0
-34.0750,0,0,0,0,0
-34.0650,0,0,0,0,0
-34.0550,0,0,0,0,0
-34.0450,0,0,0,0,0
-34.0350,0,0,0,0,0
-34.0250,0,0,0,0,0
-34.0150,0,0,0,0,0
-34.0050,0,0,0,0,0
-33.9950,0,0,0,0,0
-33.9850,0,0,0,0,0
-33.9750,0,0,0,0,0
-33.9650,0,0,0,0,0
-33.9550,0,0,0,0,0
-33.9450,0,0,0,0,0
-33.9350,0,0,0,0,0
-33.9250,0,0,0,0,0
-33.9150,0,0,0,0,0
-33.9050,0,0,0,0,0
-33.8950,0,0,0,0,0
-33.8850,0,0,0,0,0
-33.8750,0,0,0,0,0
-33.8650,0,0,0,0,0
-33.8550,0,0,0,0,0
-33.8450,0,0,0,0,0
-33.8350,0,0,0,0,0
-33.8250,0,0,0,0,0
-33.8150,0,0,0,0,0
-33.8050,0,0,0,0,0
-33.7950,0,0,0,0,0
-33.7850,0,0,0,0,0
-33.7750,0,0,0,0,0
-33.7650,0,0,0,0,0
-33.7550,0,0,0,0,0
-33.7450,0,0,0,0,0
-33.7350,0,0,0,0,0
-33.7250,0,0,0,0,0
-33.7150,0,0,0,0,0
-33.7050,0,0,0,0,0
-33.6950,0,0,0,0,0
-33.6850,0,0,0,0,0
-33.6750,0,0,0,0,0
-33.6650,0,0,0,0,0
-33.6550,0,0,0,0,0
-33.6450,0,0,0,0,0
-33.6350,0,0,0,0,0
-33.6250,0,0,0,0,0
-33.6150,0,0,0,0,0
-33.6050,0,0,0,0,0
-33.5950,0,0,0,0,0
-33.5850,0,0,0,0,0
-33.5750,0,0,0,0,0
-33.5650,0,0,0,0,0
-33.5550,0,0,0,0,0
-33.5450,0,0,0,0,0
-33.5350,0,0,0,0,0
-33.5250,0,0,0,0,0
-33.5150,0,0,0,0,0
-33.5050,0,0,0,0,0
-33.4950,0,0,0,0,0
-33.4850,0,0,0,0,0
-33.4750,0,0,0,0,0
-33.4650,0,0,0,0,0
-33.4550,0,0,0,0,0
-33.4450,0,0,0,0,0
-33.4350,0,0,0,0,0
-33.4250,0,0,0,0,0
-33.4150,0,0,0,0,0
-33.4050,0,0,0,0,0
-33.3950,0,0,0,0,0
-33.3850,0,0,0,0,0
-33.3750,0,0,0,0,0
-33.3650,0,0,0,0,0
-33.3550,0,0,0,0,0
-33.3450,0,0,0,0,0
-33.3350,0,0,0,0,0
-33.3250,0,0,0,0,0
-33.3150,0,0,0,0,0
-33.3050,0,0,0,0,0
-33.2950,0,0,0,0,0
-33.2850,0,0,0,0,0
-33.2750,0,0,0,0,0
-33.2650,0,0,0,0,0
-33.2550,0,0,0,0,0
-33.2450,0,0,0,0,0
-33.2350,0,0,0,0,0
-33.2250,0,0,0,0,0
-33.2150,0,0,0,0,0
-33.2050,0,0,0,0,0
-33.1950,0,0,0,0,0
-33.1850,0,0,0,0,0
-33.1750,0,0,0,0,0
-33.1650,0,0,0,0,0
-33.1550,0,0,0,0,0
-33.1450,0,0,0,0,0
-33.1350,0,0,0,0,0
-33.1250,0,0,0,0,0
-33.1150,0,0,0,0,0
-33.1050,0,0,0,0,0
-33.0950,0,0,0,0,0
-33.0850,0,0,0,0,0
-33.0750,0,0,0,0,0
-33.0650,0,0,0,0,0
-33.0550,0,0,0,0,0
-33.0450,0,0,0,0,0
-33.0350,0,0,0,0,0
-33.0250,0,0,0,0,0
-33.0150,0,0,0,0,0
-33.0050,0,0,0,0,0
-32.9950,0,0,0,0,0
-32.9850,0,0,0,0,0
-32.9750,0,0,0,0,0
-32.9650,0,0,0,0,0
-32.9550,0,0,0,0,0
-32.9450,0,0,0,0,0
-32.9350,0,0,0,0,0
-32.9250,0,0,0,0,0
-32.9150,0,0,0,0,0
-32.9050,0,0,0,0,0
-32.8950,0,0,0,0,0
-32.8850,0,0,0,0,0
-32.8750,0,0,0,0,0
-32.8650,0,0,0,0,0
-32.8550,0,0,0,0,0
-32.8450,0,0,0,0,0
-32.8350,0,0,0,0,0
-32.8250,0,0,0,0,0
-32.8150,0,0,0,0,0
-32.8050,0,0,0,0,0
-32.7950,0,0,0,0,0
-32.7850,0,0,0,0,0
-32.7750,0,0,0,0,0
-32.7650,0,0,0,0,0
-32.7550,0,0,0,0,0
-32.7450,0,0,0,0,0
-32.7350,0,0,0,0,0
-32.7250,0,0,0,0,0
-32.7150,0,0,0,0,0
-32.7050,0,0,0,0,0
-32.6950,0,0,0,0,0
-32.6850,0,0,0,0,0
-32.6750,0,0,0,0,0
-32.6650,0,0,0,0,0
-32.6550,0,0,0,0,0
-32.6450,0,0,0,0,0
-32.6350,0,0,0,0,0
-32.6250,0,0,0,0,0
-32.6150,0,0,0,0,0
-32.6050,0,0,0,0,0
-32.5950,0,0,0,0,0
-32.5850,0,0,0,0,0
-32.5750,0,0,0,0,0
-32.5650,0,0,0,0,0
-32.5550,0,0,0,0,0
-32.5450,0,0,0,0,0
-32.5350,0,0,0,0,0
-32.5250,0,0,0,0,0
-32.5150,0,0,0,0,0
-32.5050,0,0,0,0,0
-32.4950,0,0,0,0,0
-32.4850,0,0,0,0,0
-32.4750,0,0,0,0,0
-32.4650,0,0,0,0,0
-32.4550,0,0,0,0,0
-32.4450,0,0,0,0,0
-32.4350,0,0,0,0,0
-32.4250,0,0,0,0,0
-32.4150,0,0,0,0,0
-32.4050,0,0,0,0,0
-32.3950,0,0,0,0,0
-32.3850,0,0,0,0,0
-32.3750,0,0,0,0,0
-32.3650,0,0,0,0,0
-32.3550,0,0,0,0,0
-32.3450,0,0,0,0,0
-32.3350,0,0,0,0,0
-32.3250,0,0,0,0,0
-32.3150,0,0,0,0,0
-32.3050,0,0,0,0,0
-32.2950,0,0,0,0,0
-32.2850,0,0,0,0,0
-32.2750,0,0,0,0,0
-32.2650,0,0,0,0,0
-32.2550,0,0,0,0,0
-32.2450,0,0,0,0,0
-32.2350,0,0,0,0,0
-32.2250,0,0,0,0,0
-32.2150,0,0,0,0,0
-32.2050,0,0,0,0,0
-32.1950,0,0,0,0,0
-32.1850,0,0,0,0,0
-32.1750,0,0,0,0,0
-32.1650,0,0,0,0,0
-32.1550,0,0,0,0,0
-32.1450,0,0,0,0,0
-32.1350,0,0,0,0,0
-32.1250,0,0,0,0,0
-32.1150,0,0,0,0,0
-32.1050,0,0,0,0,0
-32.0950,0,0,0,0,0
-32.0850,0,0,0,0,0
-32.0750,0,0,0,0,0
-32.0650,0,0,0,0,0
-32.0550,0,0,0,0,0
-32.0450,0,0,0,0,0
-32.0350,0,0,0,0,0
-32.0250,0,0,0,0,0
-32.0150,0,0,0,0,0
-32.0050,0,0,0,0,0
-31.9950,0,0,0,0,0
-31.9850,0,0,0,0,0
-31.9750,0,0,0,0,0
-31.9650,0,0,0,0,0
-31.9550,0,0,0,0,0
-31.9450,0,0,0,0,0
-31.9350,0,0,0,0,0
-31.9250,0,0,0,0,0
-31.9150,0,0,0,0,0
-31.9050,0,0,0,0,0
-31.8950,0,0,0,0,0
-31.8850,0,0,0,0,0
-31.8750,0,0,0,0,0
-31.8650,0,0,0,0,0
-31.8550,0,0,0,0,0
-31.8450,0,0,0,0,0
-31.8350,0,0,0,0,0
-31.8250,0,0,0,0,0
-31.8150,0,0,0,0,0
-31.8050,0,0,0,0,0
-31.7950,0,0,0,0,0
-31.7850,0,0,0,0,0
-31.7750,0,0,0,0,0
-31.7650,0,0,0,0,0
-31.7550,0,0,0,0,0
-31.7450,0,0,0,0,0
-31.7350,0,0,0,0,0
-31.7250,0,0,0,0,0
-31.7150,0,0,0,0,0
-31.7050,0,0,0,0,0
-31.6950,0,0,0,0,0
-31.6850,0,0,0,0,0
-31.6750,0,0,0,0,0
-31.6650,0,0,0,0,0
-31.6550,0,0,0,0,0
-31.6450,0,0,0,0,0
-31.6350,0,0,0,0,0
-31.6250,0,0,0,0,0
-31.6150,0,0,0,0,0
-31.6050,0,0,0,0,0
-31.5950,0,0,0,0,0
-31.5850,0,0,0,0,0
-31.5750,0,0,0,0,0
-31.5650,0,0,0,0,0
-31.5550,0,0,0,0,0
-31.5450,0,0,0,0,0
-31.5350,0,0,0,0,0
-31.5250,0,0,0,0,0
-31.5150,0,0,0,0,0
-31.5050,0,0,0,0,0
-31.4950,0,0,0,0,0
-31.4850,0,0,0,0,0
-31.4750,0,0,0,0,0
-31.4650,0,0,0,0,0
-31.4550,0,0,0,0,0
-31.4450,0,0,0,0,0
-31.4350,0,0,0,0,0
-31.4250,0,0,0,0,0
-31.4150,0,0,0,0,0
-31.4050,0,0,0,0,0
-31.3950,0,0,0,0,0
-31.3850,0,0,0,0,0
-31.3750,0,0,0,0,0
-31.3650,0,0,0,0,0
-31.3550,0,0,0,0,0
-31.3450,0,0,0,0,0
-31.3350,0,0,0,0,0
-31.3250,0,0,0,0,0
-31.3150,0,0,0,0,0
-31.3050,0,0,0,0,0
-31.2950,0,0,0,0,0
-31.2850,0,0,0,0,0
-31.2750,0,0,0,0,0
-31.2650,0,0,0,0,0
-31.2550,0,0,0,0,0
-31.2450,0,0,0,0,0
-31.2350,0,0,0,0,0
-31.2250,0,0,0,0,0
-31.2150,0,0,0,0,0
-31.2050,0,0,0,0,0
-31.1950,0,0,0,0,0
-31.1850,0,0,0,0,0
-31.1750,0,0,0,0,0
-31.1650,0,0,0,0,0
-31.1550,0,0,0,0,0
-31.1450,0,0,0,0,0
-31.1350,0,0,0,0,0
-31.1250,0,0,0,0,0
-31.1150,0,0,0,0,0
-31.1050,0,0,0,0,0
-31.0950,0,0,0,0,0
-31.0850,0,0,0,0,0
-31.0750,0,0,0,0,0
-31.0650,0,0,0,0,0
-31.0550,0,0,0,0,0
-31.0450,0,0,0,0,0
-31.0350,0,0,0,0,0
-31.0250,0,0,0,0,0
-31.0150,0,0,0,0,0
-31.0050,0,0,0,0,0
-30.9950,0,0,0,0,0
-30.9850,0,0,0,0,0
-30.9750,0,0,0,0,0
-30.9650,0,0,0,0,0
-30.9550,0,0,0,0,0
-30.9450,0,0,0,0,0
-30.9350,0,0,0,0,0
-30.9250,0,0,0,0,0
-30.9150,0,0,0,0,0
-30.9050,0,0,0,0,0
-30.8950,0,0,0,0,0
-30.8850,0,0,0,0,0
-30.8750,0,0,0,0,0
-30.8650,0,0,0,0,0
-30.8550,0,0,0,0,0
-30.8450,0,0,0,0,0
-30.8350,0,0,0,0,0
-30.8250,0,0,0,0,0
-30.8150,0,0,0,0,0
-30.8050,0,0,0,0,0
-30.7950,0,0,0,0,0
-30.7850,0,0,0,0,0
-30.7750,0,0,0,0,0
-30.7650,0,0,0,0,0
-30.7550,0,0,0,0,0
-30.7450,0,0,0,0,0
-30.7350,0,0,0,0,0
-30.7250,0,0,0,0,0
-30.7150,0,0,0,0,0
-30.7050,0,0,0,0,0
-30.6950,0,0,0,0,0
-30.6850,0,0,0,0,0
-30.6750,0,0,0,0,0
-30.6650,0,0,0,0,0
-30.6550,0,0,0,0,0
-30.6450,0,0,0,0,0
-30.6350,0,0,0,0,0
-30.6250,0,0,0,0,0
-30.6150,0,0,0,0,0
-30.6050,0,0,0,0,0
-30.5950,0,0,0,0,0
-30.5850,0,0,0,0,0
-30.5750,0,0,0,0,0
-30.5650,0,0,0,0,0
-30.5550,0,0,0,0,0
-30.5450,0,0,0,0,0
-30.5350,0,0,0,0,0
-30.5250,0,0,0,0,0
-30.5150,0,0,0,0,0
-30.5050,0,0,0,0,0
-30.4950,0,0,0,0,0
-30.4850,0,0,0,0,0
-30.4750,0,0,0,0,0
-30.4650,0,0,0,0,0
-30.4550,0,0,0,0,0
-30.4450,0,0,0,0,0
-30.4350,0,0,0,0,0
-30.4250,0,0,0,0,0
-30.4150,0,0,0,0,0
-30.4050,0,0,0,0,0
-30.3950,0,0,0,0,0
-30.3850,0,0,0,0,0
-30.3750,0,0,0,0,0
-30.3650,0,0,0,0,0
-30.3550,0,0,0,0,0
-30.3450,0,0,0,0,0
-30.3350,0,0,0,0,0
-30.3250,0,0,0,0,0
-30.3150,0,0,0,0,0
-30.3050,0,0,0,0,0
-30.2950,0,0,0,0,0
-30.2850,0,0,0,0,0
-30.2750,0,0,0,0,0
-30.2650,0,0,0,0,0
-30.2550,0,0,0,0,0
-30.2450,0,0,0,0,0
-30.2350,0,0,0,0,0
-30.2250,0,0,0,0,0
-30.2150,0,0,0,0,0
-30.2050,0,0,0,0,0
-30.1950,0,0,0,0,0
-30.1850,0,0,0,0,0
-30.1750,0,0,0,0,0
-30.1650,0,0,0,0,0
-30.1550,0,0,0,0,0
-30.1450,0,0,0,0,0
-30.1350,0,0,0,0,0
-30.1250,0,0,0,0,0
-30.1150,0,0,0,0,0
-30.1050,0,0,0,0,0
-30.0950,0,0,0,0,0
-30.0850,0,0,0,0,0
-30.0750,0,0,0,0,0
-30.0650,0,0,0,0,0
-30.0550,0,0,0,0,0
-30.0450,0,0,0,0,0
-30.0350,0,0,0,0,0
-30.0250,0,0,0,0,0
-30.0150,0,0,0,0,0
-30.0050,0,0,0,0,0
-29.9950,0,0,0,0,0
-29.9850,0,0,0,0,0
-29.9750,0,0,0,0,0
-29.9650,0,0,0,0,0
-29.9550,0,0,0,0,0
-29.9450,0,0,0,0,0
-29.9350,0,0,0,0,0
-29.9250,0,0,0,0,0
-29.9150,0,0,0,0,0
-29.9050,0,0,0,0,0
-29.8950,0,0,0,0,0
-29.8850,0,0,0,0,0
-29.8750,0,0,0,0,0
-29.8650,0,0,0,0,0
-29.8550,0,0,0,0,0
-29.8450,0,0,0,0,0
-29.8350,0,0,0,0,0
-29.8250,0,0,0,0,0
-29.8150,0,0,0,0,0
-29.8050,0,0,0,0,0
-29.7950,0,0,0,0,0
-29.7850,0,0,0,0,0
-29.7750,0,0,0,0,0
-29.7650,0,0,0,0,0
-29.7550,0,0,0,0,0
-29.7450,0,0,0,0,0
-29.7350,0,0,0,0,0
-29.7250,0,0,0,0,0
-29.7150,0,0,0,0,0
-29.7050,0,0,0,0,0
-29.6950,0,0,0,0,0
-29.6850,0,0,0,0,0
-29.6750,0,0,0,0,0
-29.6650,0,0,0,0,0
-29.6550,0,0,0,0,0
-29.6450,0,0,0,0,0
-29.6350,0,0,0,0,0
-29.6250,0,0,0,0,0
-29.6150,0,0,0,0,0
-29.6050,0,0,0,0,0
-29.5950,0,0,0,0,0
-29.5850,0,0,0,0,0
-29.5750,0,0,0,0,0
-29.5650,0,0,0,0,0
-29.5550,0,0,0,0,0
-29.5450,0,0,0,0,0
-29.5350,0,0,0,0,0
-29.5250,0,0,0,0,0
-29.5150,0,0,0,0,0
-29.5050,0,0,0,0,0
-29.4950,0,0,0,0,0
-29.4850,0,0,0,0,0
-29.4750,0,0,0,0,0
-29.4650,0,0,0,0,0
-29.4550,0,0,0,0,0
-29.4450,0,0,0,0,0
-29.4350,0,0,0,0,0
-29.4250,0,0,0,0,0
-29.4150,0,0,0,0,0
-29.4050,0,0,0,0,0
-29.3950,0,0,0,0,0
-29.3850,0,0,0,0,0
-29.3750,0,0,0,0,0
-29.3650,0,0,0,0,0
-29.3550,0,0,0,0,0
-29.3450,0,0,0,0,0
-29.3350,0,0,0,0,0
-29.3250,0,0,0,0,0
-29.3150,0,0,0,0,0
-29.3050,0,0,0,0,0
-29.2950,0,0,0,0,0
-29.2850,0,0,0,0,0
-29.2750,0,0,0,0,0
-29.2650,0,0,0,0,0
-29.2550,0,0,0,0,0
-29.2450,0,0,0,0,0
-29.2350,0,0,0,0,0
-29.2250,0,0,0,0,0
-29.2150,0,0,0,0,0
-29.2050,0,0,0,0,0
-29.1950,0,0,0,0,0
-29.1850,0,0,0,0,0
-29.1750,0,0,0,0,0
-29.1650,0,0,0,0,0
